bridging-capital-weight,innovation-diffusion-rate,policy-effectiveness,cultural-diffusion-rate,Obj_Innov_Neg,Obj_Div_Neg,Obj_Gini
0.15601864044243652,0.031198904067240532,0.05808361216819946,0.4330880728874676,-398604.3108265664,-0.6435908997374997,0.11988147494532556
0.3046137691733707,0.019534422801276777,0.6842330265121569,0.22007624686980065,-489708.45499874075,-0.6108410839321106,0.11870006352680598
0.388677289689482,0.05426980635477918,0.8287375091519293,0.17837666334679464,-494313.6899076998,-0.6118348192959505,0.12146500571431748
0.2848404943774676,0.007377389470906559,0.6095643339798968,0.25133951161443074,-446453.8911502417,-0.596220969682081,0.10704478242706125
0.7259556788702394,0.17942205199051542,0.8870864242651173,0.38993777292881193,-485218.20584202325,-0.5936097462996692,0.11126814826272721
0.3046137691733707,0.021901752783682008,0.23236904964505745,0.22477849509805636,-457945.36784392444,-0.5927570262214241,0.1094794763627616
0.8616662077826232,0.1416145155592091,0.30337010652679547,0.46668665315003766,-351803.9961514828,-0.6033848435589466,0.10462560920522142
0.8855354748093367,0.19737738732010346,0.7722447692966574,0.0979142811002188,-380482.5535373434,-0.6316447720401899,0.10975584023329159
0.03288700499576107,0.1266260947285026,0.2942959943446731,0.10813554932447358,-446248.24905849237,-0.6403138077536208,0.12874337533135888
0.06859208633426937,0.018369932349751237,0.36167011054388787,0.4111039926754133,-402555.58700817154,-0.6414744772414203,0.12186591473078937
0.03872189141673925,0.11639773950804688,0.8917805067340956,0.12104405430214532,-492563.6032090064,-0.6025761247398383,0.11146269091545705
0.006740890442841707,0.17702426744021946,0.980765661017421,0.4084980995009255,-394476.5277915985,-0.6331693688921843,0.11570262080367408
0.4928550071179325,0.02041831825902493,0.6488465599672486,0.039234241605068054,-493999.9557271233,-0.5836110698598291,0.11184225805372605
0.9246013675533271,0.1910102172954619,0.9656320330745594,0.2407644506091431,-493070.92076158355,-0.5814512965693354,0.11137018884502459
0.37941421485007754,0.19812225105902628,0.38003280966619546,0.4609371175115584,-391847.6172069597,-0.6137888072476012,0.10568539437986832
0.2719875493131707,0.009166457340345532,0.6098836621378485,0.17785384318274167,-480434.15293888794,-0.5885933921339804,0.11052389114799291
0.15601864044243652,0.13022401798984118,0.06122875051225109,0.42729536512331534,-576535.9974126546,-0.5686760679827871,0.12273948209120869
0.9324114990466623,0.04985844582977499,0.4622034758789437,0.4624759982832221,-420260.5616009134,-0.5724319912701039,0.10467404648018148
0.23551979877399165,0.03170679479104828,0.6095615614554141,0.17784107618855396,-438788.20631086564,-0.6587235157791264,0.12391743355978124
0.38150173723533676,0.05426980635477918,0.8842301101886905,0.1616043576869026,-386166.59304937365,-0.6194199114057195,0.11198811215843991
0.9324114990466623,0.07681398600327641,0.4622034758789437,0.37267283125781764,-466863.65168053564,-0.5867053900504382,0.10856927829045435
0.4158862019091298,0.07681398600327641,0.4622034758789437,0.1876218870314023,-397027.76374601485,-0.635557757905681,0.11914948043684563
0.535528962402497,0.18514209091454623,0.6678024948914352,0.4334134932227078,-425348.0542727383,-0.6044639814525286,0.10778705833013202
0.932534854772768,0.04413030035619654,0.6196901138457226,0.04586277765597377,-407721.95005747525,-0.6167894053633634,0.10929064508964632
0.8499148120705731,0.1416145155592091,0.30337010652679547,0.46668665315003766,-387630.47906377446,-0.6503465030911556,0.11447276027250897
0.4803599449195177,0.04413030035619654,0.6223105769919036,0.15365993531764047,-484505.00066853204,-0.6131738952601131,0.11701041078305355
0.38150173723533676,0.05426980635477918,0.8842301101886905,0.18226592752094914,-475276.2601902552,-0.6288603026446893,0.11342912116925
0.49486444517217154,0.0488183691447815,0.003420277478140065,0.43372076891303774,-545339.7259067347,-0.5736900583633264,0.11859121220444424
0.02513561920701607,0.17523001056965157,0.6237824015247458,0.46365292205230424,-406409.80175685603,-0.6392704336270405,0.11936587643855665
0.3237985214067879,0.18204610000274357,0.5892046105911739,0.43206781782369835,-419401.72945124266,-0.6073996518624704,0.10772417061318518
0.15601864044243652,0.1309843204638097,0.08045649457574278,0.4330880728874676,-422781.4884975504,-0.6146495751716076,0.10993753749013371
0.8499148120705731,0.13843337035430517,0.30337010652679547,0.46668665315003766,-329986.01153002516,-0.547451408711542,0.10431024986810464
0.53478141084518,0.09862815511206602,0.6124241207306265,0.43528214256702286,-434846.25263213285,-0.6189355642262145,0.11077610102356043
0.49866128287093847,0.04535366654875288,0.2903300363391478,0.1079317940735459,-440988.28509040654,-0.6325055852101433,0.12472892640470826
