Generation,bridging-capital-weight,innovation-diffusion-rate,policy-effectiveness,cultural-diffusion-rate,Obj_Innov_Neg,Obj_Div_Neg,Obj_Gini
1,0.1340416972471647,0.0806225972894258,0.2034552406761496,0.1311566702209247,-384890.2430785832,-0.5973599283797847,0.1230404490153037
1,0.1606520087751268,0.1939850826432265,0.5160685855478787,0.0579328062353851,-334664.324195382,-0.5975766954535902,0.1179723063882565
1,0.8947158621961735,0.0845433813890874,0.5895020620840481,0.0122453387466816,-407564.4663029976,-0.5815669543747807,0.1158918358509601
1,0.8355692165002742,0.0563755654729084,0.2152181671629736,0.3196656900332939,-428934.9014280842,-0.5244911844273095,0.118835175623693
1,0.6415135895056033,0.0761963078586175,0.38149293263992,0.2519014750972648,-413033.6221578784,-0.5445066355388086,0.1157748480527222
1,0.3118314520104854,0.0846652897945151,0.8277025938204418,0.2045995681845806,-395467.5955140664,-0.5805400701633981,0.113941942710665
1,0.5495936876730595,0.0055118226486136,0.7535131086748066,0.2690716566096391,-365152.06198193936,-0.5810372512657446,0.1135890806244122
1,0.5865183268255314,0.1679369207217884,0.7264736103123705,0.1825036317542794,-351944.9594044689,-0.5839261377595019,0.1144838256591939
1,0.3626968570578484,0.1521577569166965,0.0264845489039723,0.2234064758672259,-338096.7932781559,-0.5864062964977108,0.1190247388927534
1,0.0770838085005387,0.0976898454171047,0.2128309953403343,0.0663481487733936,-346032.77701716835,-0.5970975825826275,0.1250928223316986
1,0.1916162590201352,0.160472832226906,0.1913239260572002,0.0407763086817563,-398844.5167908895,-0.5448107836950291,0.1196289032358185
1,0.7482179590766121,0.088557778014099,0.2092810426177854,0.4525012854090647,-363876.682749795,-0.5810991574105426,0.1199389615796228
1,0.3962561622169864,0.0011649190215961,0.2624947127501015,0.2105944071144776,-388074.82969108375,-0.5792331202888494,0.1141674779212706
1,0.5215251221324175,0.0617936398151182,0.3955564210524287,0.4704670938309508,-394176.70014921325,-0.5546500828543308,0.1197959984544321
1,0.016722821635377,0.0987143119886792,0.971598413446888,0.1427326143927892,-394131.7287796055,-0.5523044518017532,0.1172473642996721
1,0.3297317164990921,0.1576857406856808,0.303194829291645,0.2267489447403257,-340554.6280975562,-0.5827212792216142,0.1256025644523099
1,0.8312748346644612,0.0125435845141536,0.8254878133935558,0.0822536332370506,-376075.33921484137,-0.5790898387280871,0.1257141877540654
1,0.1059212367073244,0.1266319892073115,0.3804242698865323,0.3626469690381194,-341934.9712895441,-0.5623367482114896,0.1166344561981375
1,0.8102743521062991,0.0683589447880226,0.5436692896684556,0.0981484425573767,-374674.2813121096,-0.5734748091388042,0.1172981496422837
1,0.4483963093444842,0.0735399139380013,0.1097346640066967,0.1016207720436983,-359809.85093445046,-0.578523711124882,0.1194593915916992
1,0.6734598871529389,0.1838177239267645,0.8268253295567211,0.4427601333549734,-370697.0211337813,-0.572778073674429,0.1180012807224388
1,0.2838064889441311,0.0628267791204604,0.3130478588199377,0.288349858126476,-359566.7503375801,-0.5679385389214959,0.1208500222145913
1,0.7503646726300526,0.0560817515972079,0.485190974431635,0.4903685999006193,-343961.5878348289,-0.5648500394910518,0.1227212894387302
2,0.6234897555375004,0.1553366228684596,0.6130033010530405,0.4586488523954513,-366923.9968086095,-0.6038951549091308,0.1149617083524231
2,0.641328169139375,0.1705265676961313,0.592941018104284,0.1300487238686116,-454773.23786626186,-0.5977989072071153,0.1157427425318085
2,0.8398815210314088,0.1018991763043018,0.510888884466533,0.3765151038510889,-453101.1736902296,-0.6169400423905017,0.115738442850565
2,0.6538660110683944,0.0862453497554812,0.8673205056421992,0.3160675587500835,-484093.4142132827,-0.5571306911875232,0.1097301448041494
2,0.506064922529373,0.1570170585193918,0.2950064428055194,0.3843858799545832,-326422.4701040094,-0.6152854003452198,0.1142267083612413
2,0.5256295231622541,0.0298096046741425,0.9649677439797356,0.2008181119442587,-372058.3944566493,-0.5697360755653476,0.1049653726166215
2,0.1878247425654683,0.0784983552025165,0.2318998784621384,0.4206139963461934,-383210.0906157942,-0.626741353163484,0.1200958830016412
2,0.849044521859272,0.1211366297311408,0.8060357075271236,0.3151588777217391,-516594.77324529423,-0.5956449504225657,0.1146929327878893
2,0.371854569870106,0.0954148011274699,0.1276206864960696,0.1112534329731362,-444257.30921549135,-0.5916614127367421,0.1076207546594585
2,0.2740483886137183,0.0014183657206332,0.6461754804346344,0.3855637178303843,-428727.34239165625,-0.6013507247528083,0.1134828357608132
2,0.2740483886137183,0.0014183657206332,0.6457208955749478,0.3599546917543465,-422758.6425886042,-0.6116591050832144,0.1187116413304759
2,0.3751469964966418,0.0633476333113928,0.6913370352777413,0.0892859390871859,-411699.7841694326,-0.6151995042653149,0.1204845827986303
2,0.0168272846802129,0.0607017853199021,0.9990258823239376,0.1310733980949947,-367340.9727933747,-0.6027340660971673,0.1176802906480007
2,0.6603553805205233,0.0491104534486355,0.7685169988962544,0.1058373713037552,-479053.1732860639,-0.5885304758819243,0.1229903502480945
2,0.996141190118628,0.0486430928612654,0.2568674672271027,0.0365950361954829,-444988.1995714454,-0.5901961459443242,0.1213187150307734
2,0.9716899756197548,0.1549328269847464,0.7911339481728052,0.37963425026979,-450279.0387279567,-0.577929109400724,0.1223197889861307
2,0.2952342556626958,0.1693996741267459,0.1244603325154798,0.3667952305368517,-429077.1428692408,-0.592025176940538,0.1150959658343947
2,0.5118216247002567,0.190092739265187,0.1441596127196337,0.4743247235686219,-288951.79908721644,-0.5911219966167516,0.1100990257202802
2,0.0395928766642028,0.1057178526520043,0.4593358828854037,0.0311747895749378,-400626.9002619307,-0.5576600121305504,0.1099522496166625
2,0.8552269742870702,0.1722566992355337,0.8765370964165805,0.2359548596793951,-338746.15373756026,-0.5800537264040245,0.1118947813516145
2,0.8050548331450097,0.1927341745689942,0.1505248304211774,0.2411061940996682,-438423.452504907,-0.5544760810139697,0.1140294053849406
2,0.2578031189967366,0.1526257065088106,0.6978935706830813,0.0643366061585847,-310523.28490406426,-0.5845020508779623,0.1125792512960412
2,0.3762385014280942,0.0841842789234925,0.6649842463619607,0.2279644815218744,-340540.3762935101,-0.5657519647365238,0.1124131326613717
2,0.5969877305237564,0.1835384514341825,0.689630155447081,0.2501782153684355,-403112.1693227008,-0.584086108721372,0.1134162385869141
2,0.2012032007246644,0.1976437802440424,0.7583058620038184,0.1798934632463051,-351159.53811440896,-0.5910271108660629,0.1134681723459559
2,0.9616571936637868,0.1449579881547067,0.5412268555474342,0.1384456020226854,-369879.3587059601,-0.5956379878935626,0.1162659403309079
2,0.1479220357849565,0.1639253438238554,0.6828323211435706,0.4140716227236001,-405428.11947322194,-0.5920909977906718,0.1152513501767035
2,0.1479220357849565,0.1639253438238554,0.6832869060032571,0.3935484707774005,-375673.6513335528,-0.6005671655419832,0.1197596657791702
2,0.3900745519398617,0.1949385625764578,0.6252614844151068,0.3468114173514576,-419557.0503753801,-0.5931658017916146,0.119203632906881
2,0.1340416972471647,0.0806225972894258,0.2034552406761496,0.1311566702209247,-384890.2430785832,-0.5973599283797847,0.1230404490153037
2,0.8102743521062991,0.1040942253103048,0.4766906732917061,0.0981484425573767,-346310.2037931986,-0.6047934236332478,0.1250812169594082
2,0.1606520087751268,0.1939850826432265,0.5160685855478787,0.0579328062353851,-334664.324195382,-0.5975766954535902,0.1179723063882565
2,0.8947158621961735,0.0845433813890874,0.5895020620840481,0.0122453387466816,-407564.4663029976,-0.5815669543747807,0.1158918358509601
2,0.1633030119128969,0.171779399067666,0.5111640699952307,0.1306865377899266,-425091.67215644615,-0.5777189136620455,0.1164645853646231
2,0.0392653293900233,0.0704150351455395,0.4610371901708747,0.0311747895749378,-433655.4421886628,-0.5496029535159193,0.1150853863953353
2,0.3118314520104854,0.0846652897945151,0.8277025938204418,0.2045995681845806,-395467.5955140664,-0.5805400701633981,0.113941942710665
2,0.5495936876730595,0.0055118226486136,0.7535131086748066,0.2690716566096391,-365152.06198193936,-0.5810372512657446,0.1135890806244122
2,0.5865183268255314,0.1679369207217884,0.7264736103123705,0.1825036317542794,-351944.9594044689,-0.5839261377595019,0.1144838256591939
2,0.3626968570578484,0.1521577569166965,0.0264845489039723,0.2234064758672259,-338096.7932781559,-0.5864062964977108,0.1190247388927534
2,0.4279834057033618,0.0124529716738796,0.2692396982450131,0.0764652507993464,-384859.23691663786,-0.5893067678219613,0.1209874159371407
2,0.0770838085005387,0.0976898454171047,0.2128309953403343,0.0663481487733936,-346032.77701716835,-0.5970975825826275,0.1250928223316986
2,0.7482179590766121,0.088557778014099,0.2092810426177854,0.4525012854090647,-363876.682749795,-0.5810991574105426,0.1199389615796228
2,0.5952365081562334,0.1927318161268387,0.5641629517065739,0.0572949927299795,-413976.3217896479,-0.5633203857941623,0.119309099024108
2,0.8355692165002742,0.0563755654729084,0.2152181671629736,0.3196656900332939,-428934.9014280842,-0.5244911844273095,0.118835175623693
2,0.6415135895056033,0.0761963078586175,0.38149293263992,0.2519014750972648,-413033.6221578784,-0.5445066355388086,0.1157748480527222
2,0.3962561622169864,0.0011649190215961,0.2624947127501015,0.2105944071144776,-388074.82969108375,-0.5792331202888494,0.1141674779212706
2,0.016722821635377,0.0987143119886792,0.971598413446888,0.1427326143927892,-394131.7287796055,-0.5523044518017532,0.1172473642996721
2,0.1082349315372984,0.128051873375374,0.7911339481728052,0.37963425026979,-379090.2934161437,-0.556821257599451,0.1257301622288663
2,0.8798862301538398,0.0004683289501776,0.8323504791571552,0.2163828177445338,-350276.7309422897,-0.5451231783163826,0.1161718229367998
2,0.1916162590201352,0.160472832226906,0.1913239260572002,0.0407763086817563,-398844.5167908895,-0.5448107836950291,0.1196289032358185
3,0.641328169139375,0.1705265676961313,0.592941018104284,0.1300487238686116,-454773.23786626186,-0.5977989072071153,0.1157427425318085
3,0.8398815210314088,0.1018991763043018,0.510888884466533,0.3765151038510889,-453101.1736902296,-0.6169400423905017,0.115738442850565
3,0.6538660110683944,0.0862453497554812,0.8673205056421992,0.3160675587500835,-484093.4142132827,-0.5571306911875232,0.1097301448041494
3,0.5256295231622541,0.0298096046741425,0.9649677439797356,0.2008181119442587,-372058.3944566493,-0.5697360755653476,0.1049653726166215
3,0.849044521859272,0.1211366297311408,0.8060357075271236,0.3151588777217391,-516594.77324529423,-0.5956449504225657,0.1146929327878893
3,0.371854569870106,0.0954148011274699,0.1276206864960696,0.1112534329731362,-444257.30921549135,-0.5916614127367421,0.1076207546594585
3,0.0566553465969819,0.0886330567690836,0.2092810426177854,0.4404129179299527,-393486.7155156705,-0.5522294799410891,0.1075410311479686
3,0.1878247425654683,0.0788434514016596,0.1753695844034559,0.421800414220899,-446136.25930270425,-0.6389981678810834,0.1095129367440536
3,0.6603553805205233,0.0491104534486355,0.7685169988962544,0.1058373713037552,-479053.1732860639,-0.5885304758819243,0.1229903502480945
3,0.9716899756197548,0.1549328269847464,0.7911339481728052,0.37963425026979,-450279.0387279567,-0.577929109400724,0.1223197889861307
3,0.2961639819221232,0.1693996741267459,0.5711780625524461,0.3871780465233796,-474269.15120044426,-0.5772421528938227,0.1167095089387795
3,0.6234897555375004,0.1553366228684596,0.6130033010530405,0.4586488523954513,-366923.9968086095,-0.6038951549091308,0.1149617083524231
3,0.506064922529373,0.1570170585193918,0.2950064428055194,0.3843858799545832,-326422.4701040094,-0.6152854003452198,0.1142267083612413
3,0.1878247425654683,0.0784983552025165,0.2318998784621384,0.4206139963461934,-383210.0906157942,-0.626741353163484,0.1200958830016412
3,0.2740483886137183,0.0014183657206332,0.6461754804346344,0.3855637178303843,-428727.34239165625,-0.6013507247528083,0.1134828357608132
3,0.996141190118628,0.0486430928612654,0.2568674672271027,0.0365950361954829,-444988.1995714454,-0.5901961459443242,0.1213187150307734
3,0.2952342556626958,0.1693996741267459,0.1244603325154798,0.3667952305368517,-429077.1428692408,-0.592025176940538,0.1150959658343947
3,0.5118216247002567,0.190092739265187,0.1441596127196337,0.4743247235686219,-288951.79908721644,-0.5911219966167516,0.1100990257202802
3,0.0395928766642028,0.1057178526520043,0.4593358828854037,0.0311747895749378,-400626.9002619307,-0.5576600121305504,0.1099522496166625
3,0.8552269742870702,0.1722566992355337,0.8765370964165805,0.2359548596793951,-338746.15373756026,-0.5800537264040245,0.1118947813516145
3,0.8050548331450097,0.1927341745689942,0.1505248304211774,0.2411061940996682,-438423.452504907,-0.5544760810139697,0.1140294053849406
3,0.2578031189967366,0.1526257065088106,0.6978935706830813,0.0643366061585847,-310523.28490406426,-0.5845020508779623,0.1125792512960412
3,0.3762385014280942,0.0841842789234925,0.6649842463619607,0.2279644815218744,-340540.3762935101,-0.5657519647365238,0.1124131326613717
3,0.5969877305237564,0.1835384514341825,0.689630155447081,0.2501782153684355,-403112.1693227008,-0.584086108721372,0.1134162385869141
3,0.2012032007246644,0.1976437802440424,0.7583058620038184,0.1798934632463051,-351159.53811440896,-0.5910271108660629,0.1134681723459559
3,0.3751469964966418,0.0632724756936363,0.6913370352777413,0.0895294016647587,-426064.8977972021,-0.6174083526985406,0.1162814921378051
3,0.2731186623542909,0.0014183657206332,0.1391998061609762,0.3855637178303843,-435334.95131425234,-0.6074589907100121,0.1177554520443593
3,0.5256295231622541,0.0476362535222347,0.9649677439797356,0.2008181119442587,-373749.1259547669,-0.5791300096065128,0.1128431743574828
3,0.9616571936637868,0.1449579881547067,0.5412268555474342,0.1384456020226854,-369879.3587059601,-0.5956379878935626,0.1162659403309079
3,0.1479220357849565,0.1639253438238554,0.6828323211435706,0.4140716227236001,-405428.11947322194,-0.5920909977906718,0.1152513501767035
3,0.7140432366456996,0.0986390332336945,0.971598413446888,0.1547590953902795,-338855.0035640468,-0.596437193650574,0.1154536187305781
3,0.8947158621961735,0.0845433813890874,0.5895020620840481,0.0122453387466816,-407564.4663029976,-0.5815669543747807,0.1158918358509601
3,0.0392653293900233,0.0704150351455395,0.4610371901708747,0.0311747895749378,-433655.4421886628,-0.5496029535159193,0.1150853863953353
3,0.3118314520104854,0.0846652897945151,0.8277025938204418,0.2045995681845806,-395467.5955140664,-0.5805400701633981,0.113941942710665
3,0.5495936876730595,0.0055118226486136,0.7535131086748066,0.2690716566096391,-365152.06198193936,-0.5810372512657446,0.1135890806244122
3,0.5865183268255314,0.1679369207217884,0.7264736103123705,0.1825036317542794,-351944.9594044689,-0.5839261377595019,0.1144838256591939
3,0.2740483886137183,0.0014183657206332,0.6457208955749478,0.3599546917543465,-422758.6425886042,-0.6116591050832144,0.1187116413304759
3,0.3751469964966418,0.0633476333113928,0.6913370352777413,0.0892859390871859,-411699.7841694326,-0.6151995042653149,0.1204845827986303
3,0.0168272846802129,0.0607017853199021,0.9990258823239376,0.1310733980949947,-367340.9727933747,-0.6027340660971673,0.1176802906480007
3,0.1633030119128969,0.171779399067666,0.5111640699952307,0.1306865377899266,-425091.67215644615,-0.5777189136620455,0.1164645853646231
3,0.1479220357849565,0.1639253438238554,0.6895296035515028,0.4123053498994626,-362958.7467903986,-0.6055008878131438,0.1260590505156285
3,0.1606520087751268,0.1939850826432265,0.5160685855478787,0.0579328062353851,-334664.324195382,-0.5975766954535902,0.1179723063882565
3,0.3962561622169864,0.0011649190215961,0.2624947127501015,0.2105944071144776,-388074.82969108375,-0.5792331202888494,0.1141674779212706
3,0.8355692165002742,0.0563755654729084,0.2152181671629736,0.3196656900332939,-428934.9014280842,-0.5244911844273095,0.118835175623693
3,0.016722821635377,0.0987143119886792,0.971598413446888,0.1427326143927892,-394131.7287796055,-0.5523044518017532,0.1172473642996721
3,0.6415135895056033,0.0761963078586175,0.38149293263992,0.2519014750972648,-413033.6221578784,-0.5445066355388086,0.1157748480527222
3,0.1479220357849565,0.1639253438238554,0.6832869060032571,0.3935484707774005,-375673.6513335528,-0.6005671655419832,0.1197596657791702
3,0.1340416972471647,0.0806225972894258,0.2034552406761496,0.1311566702209247,-384890.2430785832,-0.5973599283797847,0.1230404490153037
3,0.8102743521062991,0.1040942253103048,0.4766906732917061,0.0981484425573767,-346310.2037931986,-0.6047934236332478,0.1250812169594082
3,0.3900745519398617,0.1949385625764578,0.6252614844151068,0.3468114173514576,-419557.0503753801,-0.5931658017916146,0.119203632906881
4,0.641328169139375,0.1705265676961313,0.592941018104284,0.1300487238686116,-454773.23786626186,-0.5977989072071153,0.1157427425318085
4,0.8398815210314088,0.1018991763043018,0.510888884466533,0.3765151038510889,-453101.1736902296,-0.6169400423905017,0.115738442850565
4,0.6538660110683944,0.0862453497554812,0.8673205056421992,0.3160675587500835,-484093.4142132827,-0.5571306911875232,0.1097301448041494
4,0.5256295231622541,0.0298096046741425,0.9649677439797356,0.2008181119442587,-372058.3944566493,-0.5697360755653476,0.1049653726166215
4,0.849044521859272,0.1211366297311408,0.8060357075271236,0.3151588777217391,-516594.77324529423,-0.5956449504225657,0.1146929327878893
4,0.371854569870106,0.0954148011274699,0.1276206864960696,0.1112534329731362,-444257.30921549135,-0.5916614127367421,0.1076207546594585
4,0.0566553465969819,0.0886330567690836,0.2092810426177854,0.4404129179299527,-393486.7155156705,-0.5522294799410891,0.1075410311479686
4,0.1878247425654683,0.0788434514016596,0.1753695844034559,0.421800414220899,-446136.25930270425,-0.6389981678810834,0.1095129367440536
4,0.1878247425654683,0.0788434514016596,0.0655258927211063,0.421800414220899,-489713.2716903212,-0.5906619100433758,0.1115085667652912
4,0.8355692165002742,0.0563755654729084,0.2162109583984632,0.3147645454604932,-341594.79830239265,-0.5703253733939622,0.1090400520163628
4,0.6234897555375004,0.1553366228684596,0.6130033010530405,0.4586488523954513,-366923.9968086095,-0.6038951549091308,0.1149617083524231
4,0.506064922529373,0.1570170585193918,0.2950064428055194,0.3843858799545832,-326422.4701040094,-0.6152854003452198,0.1142267083612413
4,0.1878247425654683,0.0784983552025165,0.2318998784621384,0.4206139963461934,-383210.0906157942,-0.626741353163484,0.1200958830016412
4,0.2740483886137183,0.0014183657206332,0.6461754804346344,0.3855637178303843,-428727.34239165625,-0.6013507247528083,0.1134828357608132
4,0.2952342556626958,0.1693996741267459,0.1244603325154798,0.3667952305368517,-429077.1428692408,-0.592025176940538,0.1150959658343947
4,0.5118216247002567,0.190092739265187,0.1441596127196337,0.4743247235686219,-288951.79908721644,-0.5911219966167516,0.1100990257202802
4,0.0395928766642028,0.1057178526520043,0.4593358828854037,0.0311747895749378,-400626.9002619307,-0.5576600121305504,0.1099522496166625
4,0.2012032007246644,0.1976437802440424,0.7583058620038184,0.1798934632463051,-351159.53811440896,-0.5910271108660629,0.1134681723459559
4,0.3751469964966418,0.0632724756936363,0.6913370352777413,0.0895294016647587,-426064.8977972021,-0.6174083526985406,0.1162814921378051
4,0.2731186623542909,0.0014183657206332,0.1391998061609762,0.3855637178303843,-435334.95131425234,-0.6074589907100121,0.1177554520443593
4,0.3716354537941835,0.096627511422048,0.6598735297949953,0.1112534329731362,-441743.6543370951,-0.5938871390084028,0.1245243709082973
4,0.6603553805205233,0.0491104534486355,0.7685169988962544,0.1058373713037552,-479053.1732860639,-0.5885304758819243,0.1229903502480945
4,0.9716899756197548,0.1549328269847464,0.7911339481728052,0.37963425026979,-450279.0387279567,-0.577929109400724,0.1223197889861307
4,0.2961639819221232,0.1693996741267459,0.5711780625524461,0.3871780465233796,-474269.15120044426,-0.5772421528938227,0.1167095089387795
4,0.996141190118628,0.0486430928612654,0.2568674672271027,0.0365950361954829,-444988.1995714454,-0.5901961459443242,0.1213187150307734
4,0.8552269742870702,0.1722566992355337,0.8765370964165805,0.2359548596793951,-338746.15373756026,-0.5800537264040245,0.1118947813516145
4,0.8050548331450097,0.1927341745689942,0.1505248304211774,0.2411061940996682,-438423.452504907,-0.5544760810139697,0.1140294053849406
4,0.2578031189967366,0.1526257065088106,0.6978935706830813,0.0643366061585847,-310523.28490406426,-0.5845020508779623,0.1125792512960412
4,0.5969877305237564,0.1835384514341825,0.689630155447081,0.2501782153684355,-403112.1693227008,-0.584086108721372,0.1134162385869141
4,0.5256295231622541,0.0476362535222347,0.9649677439797356,0.2008181119442587,-373749.1259547669,-0.5791300096065128,0.1128431743574828
4,0.3762385014280942,0.0841842789234925,0.6649842463619607,0.2279644815218744,-340540.3762935101,-0.5657519647365238,0.1124131326613717
4,0.9616571936637868,0.1449579881547067,0.5412268555474342,0.1384456020226854,-369879.3587059601,-0.5956379878935626,0.1162659403309079
4,0.1479220357849565,0.1639253438238554,0.6828323211435706,0.4140716227236001,-405428.11947322194,-0.5920909977906718,0.1152513501767035
4,0.7140432366456996,0.0986390332336945,0.971598413446888,0.1547590953902795,-338855.0035640468,-0.596437193650574,0.1154536187305781
4,0.1606520087751268,0.1899812859859252,0.8241918723289436,0.0726896076331751,-396263.08236537967,-0.5937430762810523,0.1155040619782862
4,0.8947158621961735,0.0845433813890874,0.5895020620840481,0.0122453387466816,-407564.4663029976,-0.5815669543747807,0.1158918358509601
4,0.2740483886137183,0.0014183657206332,0.6457208955749478,0.3599546917543465,-422758.6425886042,-0.6116591050832144,0.1187116413304759
4,0.3751469964966418,0.0633476333113928,0.6913370352777413,0.0892859390871859,-411699.7841694326,-0.6151995042653149,0.1204845827986303
4,0.0168272846802129,0.0607017853199021,0.9990258823239376,0.1310733980949947,-367340.9727933747,-0.6027340660971673,0.1176802906480007
4,0.1633030119128969,0.171779399067666,0.5111640699952307,0.1306865377899266,-425091.67215644615,-0.5777189136620455,0.1164645853646231
4,0.3962561622169864,0.0007924387696919,0.2615019215146119,0.2154955516871834,-387045.6652352013,-0.5951162103052954,0.116353415181859
4,0.0392653293900233,0.0704150351455395,0.4610371901708747,0.0311747895749378,-433655.4421886628,-0.5496029535159193,0.1150853863953353
4,0.3118314520104854,0.0846652897945151,0.8277025938204418,0.2045995681845806,-395467.5955140664,-0.5805400701633981,0.113941942710665
4,0.5495936876730595,0.0055118226486136,0.7535131086748066,0.2690716566096391,-365152.06198193936,-0.5810372512657446,0.1135890806244122
4,0.5865183268255314,0.1679369207217884,0.7264736103123705,0.1825036317542794,-351944.9594044689,-0.5839261377595019,0.1144838256591939
4,0.1479220357849565,0.1639253438238554,0.6895296035515028,0.4123053498994626,-362958.7467903986,-0.6055008878131438,0.1260590505156285
4,0.8355692165002742,0.0563755654729084,0.2152181671629736,0.3196656900332939,-428934.9014280842,-0.5244911844273095,0.118835175623693
4,0.3962561622169864,0.0011649190215961,0.2624947127501015,0.2105944071144776,-388074.82969108375,-0.5792331202888494,0.1141674779212706
4,0.1606520087751268,0.1939850826432265,0.5160685855478787,0.0579328062353851,-334664.324195382,-0.5975766954535902,0.1179723063882565
4,0.016722821635377,0.0987143119886792,0.971598413446888,0.1427326143927892,-394131.7287796055,-0.5523044518017532,0.1172473642996721
5,0.641328169139375,0.1705265676961313,0.592941018104284,0.1300487238686116,-454773.23786626186,-0.5977989072071153,0.1157427425318085
5,0.8398815210314088,0.1018991763043018,0.510888884466533,0.3765151038510889,-453101.1736902296,-0.6169400423905017,0.115738442850565
5,0.6538660110683944,0.0862453497554812,0.8673205056421992,0.3160675587500835,-484093.4142132827,-0.5571306911875232,0.1097301448041494
5,0.5256295231622541,0.0298096046741425,0.9649677439797356,0.2008181119442587,-372058.3944566493,-0.5697360755653476,0.1049653726166215
5,0.849044521859272,0.1211366297311408,0.8060357075271236,0.3151588777217391,-516594.77324529423,-0.5956449504225657,0.1146929327878893
5,0.371854569870106,0.0954148011274699,0.1276206864960696,0.1112534329731362,-444257.30921549135,-0.5916614127367421,0.1076207546594585
5,0.0566553465969819,0.0886330567690836,0.2092810426177854,0.4404129179299527,-393486.7155156705,-0.5522294799410891,0.1075410311479686
5,0.1878247425654683,0.0788434514016596,0.1753695844034559,0.421800414220899,-446136.25930270425,-0.6389981678810834,0.1095129367440536
5,0.1878247425654683,0.0788434514016596,0.0655258927211063,0.421800414220899,-489713.2716903212,-0.5906619100433758,0.1115085667652912
5,0.0392653293900233,0.0704150351455395,0.464453072755966,0.1762372994705376,-454478.7832916045,-0.6090997481090474,0.111103627095296
5,0.6478757891876211,0.0505454489323751,0.9696030653970832,0.1391609123173922,-347034.7370416815,-0.5855221589976713,0.1080060073082229
